"NAME","NAME_ORIG","NAME_ENG","NAME_EXTRA","CODE","COUNTRY"
"РЯЗАНЬ-ОКА-ПРИСТАНЬ-ПЕРЕВАЛКА","РЯЗАНЬ-ОКА-ПРИСТАНЬ-ПЕРЕВАЛКА",,"РЯЗАНЬ-ОКА-ПРИСТАНЬ-ПЕРЕВАЛКА",223004,"Россия"
"САБУРОВО","САБУРОВО",,"САБУРОВО",601206,"Россия"
"САВВАТИЯ","САВВАТИЯ",,"САВВАТИЯ",299802,"Россия"
"САВЕЛОВО","САВЕЛОВО",,"САВЕЛОВО",50300,"Россия"
"САВИНО","САВИНО",,"САВИНО",319300,"Россия"
"САЙГА","САЙГА",,"САЙГА",875606,"Россия"
"САЙГАТКА","САЙГАТКА",,"САЙГАТКА",256703,"Россия"
"САЙГАТКА-ПЕРЕВАЛКА","САЙГАТКА-ПЕРЕВАЛКА",,"САЙГАТКА-ПЕРЕВАЛКА",256807,"Россия"
"САЙХИН","САЙХИН",,"САЙХИН",618601,"Россия"
"САКИ","САКИ",,"САКИ",858704,"Россия"
"САКИ","САКИ",,"САКИ",474402,"Россия"
"САКМАРСКАЯ","САКМАРСКАЯ",,"САКМАРСКАЯ",812503,"Россия"
"САЛА","САЛА",,"САЛА",73406,"Россия"
"САЛАВАТ","САЛАВАТ",,"САЛАВАТ",653003,"Россия"
"САЛА (ЭКСП.)","САЛА (ЭКСП.)",,"САЛА (ЭКСП.)",73209,"Россия"
"САЛКА","САЛКА",,"САЛКА",771619,"Россия"
"САЛМИ","САЛМИ",,"САЛМИ",24698,"Россия"
"САЛОВКА","САЛОВКА",,"САЛОВКА",608205,"Россия"
"САЛОВСКИЙ (РЗД)","САЛОВСКИЙ (РЗД)",,"САЛОВСКИЙ (РЗД)",519603,"Россия"
"САЛТЫКОВКА","САЛТЫКОВКА",,"САЛТЫКОВКА",608506,"Россия"
"САЛЫМ","САЛЫМ",,"САЛЫМ",796705,"Россия"
"САЛЬСК","САЛЬСК",,"САЛЬСК",518403,"Россия"
"САМА","САМА",,"САМА",776805,"Россия"
"САМАРА","САМАРА",,"САМАРА",657907,"Россия"
"САМАРКА","САМАРКА",,"САМАРКА",657705,"Россия"
"САМОЛУКОВО","САМОЛУКОВО",,"САМОЛУКОВО",56909,"Россия"
"САМОХВАЛОВО","САМОХВАЛОВО",,"САМОХВАЛОВО",473700,"Россия"
"САМОХВАЛОВО","САМОХВАЛОВО",,"САМОХВАЛОВО",857108,"Россия"
"САМОЦВЕТ","САМОЦВЕТ",,"САМОЦВЕТ",786309,"Россия"
"САМПУР","САМПУР",,"САМПУР",601704,"Россия"
"САМУР","САМУР",,"САМУР",544802,"Россия"
"САМУР (ЭКСП.)","САМУР (ЭКСП.)",,"САМУР (ЭКСП.)",544906,"Россия"
"САНБОЛИ","САНБОЛИ",,"САНБОЛИ",964405,"Россия"
"САНДАРОВО","САНДАРОВО",,"САНДАРОВО",181206,"Россия"
"САНДЖИК","САНДЖИК",,"САНДЖИК",875709,"Россия"
"САНДОВО","САНДОВО",,"САНДОВО",42802,"Россия"
"САН-ДОНАТО","САН-ДОНАТО",,"САН-ДОНАТО",770052,"Россия"
"САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИЙ","САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИЙ",,"САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИЙ",36002,"Россия"
"САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИЙ-ЭКСПОРТ","САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИЙ-ЭКСПОРТ",,"САНКТ-ПЕТЕРБУРГ-БАЛТИЙСКИЙ-ЭКСПОРТ",35300,"Россия"
"САНКТ-ПЕТЕРБУРГ-СОРТ.-МОСКОВСКИЙ","САНКТ-ПЕТЕРБУРГ-СОРТ.-МОСКОВСКИЙ",,"САНКТ-ПЕТЕРБУРГ-СОРТ.-МОСКОВСКИЙ",30006,"Россия"
"САНКТ-ПЕТЕРБУРГ-ТОВ.-ВИТЕБСКИЙ","САНКТ-ПЕТЕРБУРГ-ТОВ.-ВИТЕБСКИЙ",,"САНКТ-ПЕТЕРБУРГ-ТОВ.-ВИТЕБСКИЙ",33502,"Россия"
"САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСКОВСК","САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСКОВСК",,"САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСКОВСК",31808,"Россия"
"САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ","САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ",,"САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ",38205,"Россия"
"САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ (ЭКСП)","САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ (ЭКСП)",,"САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ (ЭКСП)",38402,"Россия"
"САПЕРНАЯ","САПЕРНАЯ",,"САПЕРНАЯ",30701,"Россия"
"САРА","САРА",,"САРА",813703,"Россия"
"САРАЙ-ГИР","САРАЙ-ГИР",,"САРАЙ-ГИР",659809,"Россия"
"САРАЙСКИЙ","САРАЙСКИЙ",,"САРАЙСКИЙ",846209,"Россия"
"САРАКТАШ","САРАКТАШ",,"САРАКТАШ",812908,"Россия"
"САРАНИНСКИЙ ЗАВОД","САРАНИНСКИЙ ЗАВОД",,"САРАНИНСКИЙ ЗАВОД",258802,"Россия"
"САРАНСК","САРАНСК",,"САРАНСК",641608,"Россия"
"САРАПУЛ","САРАПУЛ",,"САРАПУЛ",256205,"Россия"
"САРАПУЛ-ПЕРЕВАЛКА","САРАПУЛ-ПЕРЕВАЛКА",,"САРАПУЛ-ПЕРЕВАЛКА",256309,"Россия"
"САРАТОВ 1-ПАССАЖИРСКИЙ","САРАТОВ 1-ПАССАЖИРСКИЙ",,"САРАТОВ 1-ПАССАЖИРСКИЙ",620004,"Россия"
"САРАТОВ 2-ТОВАРНЫЙ","САРАТОВ 2-ТОВАРНЫЙ",,"САРАТОВ 2-ТОВАРНЫЙ",620508,"Россия"
"САРАТОВ-ПОРТ","САРАТОВ-ПОРТ",,"САРАТОВ-ПОРТ",620404,"Россия"
"САРАТОВ-ПОРТ(ПЕРЕВАЛКА)","САРАТОВ-ПОРТ(ПЕРЕВАЛКА)",,"САРАТОВ-ПОРТ(ПЕРЕВАЛКА)",628904,"Россия"
"САРАТОВ-ПОРТ (ЭКСП.)","САРАТОВ-ПОРТ (ЭКСП.)",,"САРАТОВ-ПОРТ (ЭКСП.)",629004,"Россия"
"САРБАЛА","САРБАЛА",,"САРБАЛА",865604,"Россия"
"САРГА","САРГА",,"САРГА",783207,"Россия"
"САРЕПТА","САРЕПТА",,"САРЕПТА",611706,"Россия"
"САРЕПТА-ПЕРЕВАЛКА","САРЕПТА-ПЕРЕВАЛКА",,"САРЕПТА-ПЕРЕВАЛКА",611809,"Россия"
"САСОВО","САСОВО",,"САСОВО",222001,"Россия"
"САТКА","САТКА",,"САТКА",806803,"Россия"
"САФОНОВО","САФОНОВО",,"САФОНОВО",172508,"Россия"
"САХАЛИНКА","САХАЛИНКА",,"САХАЛИНКА",875305,"Россия"
"САХАНСКАЯ","САХАНСКАЯ",,"САХАНСКАЯ",216301,"Россия"
"САХТЫШ","САХТЫШ",,"САХТЫШ",318007,"Россия"
"САЯНСКАЯ","САЯНСКАЯ",,"САЯНСКАЯ",889100,"Россия"
"САЯНТУЙ","САЯНТУЙ",,"САЯНТУЙ",935900,"Россия"
"СБЕГА","СБЕГА",,"СБЕГА",950506,"Россия"
"СБОРНАЯ-УГОЛЬНАЯ","СБОРНАЯ-УГОЛЬНАЯ",,"СБОРНАЯ-УГОЛЬНАЯ",225705,"Россия"
"СВЕЖЕНЬКАЯ","СВЕЖЕНЬКАЯ",,"СВЕЖЕНЬКАЯ",222406,"Россия"
"СВЕКЛОВИЧНАЯ","СВЕКЛОВИЧНАЯ",,"СВЕКЛОВИЧНАЯ",436701,"Россия"
"СВЕНЬ","СВЕНЬ",,"СВЕНЬ",201306,"Россия"
"СВЕТЛОГРАД","СВЕТЛОГРАД",,"СВЕТЛОГРАД",527402,"Россия"
"СВЕТЛОПОЛЯНСК","СВЕТЛОПОЛЯНСК",,"СВЕТЛОПОЛЯНСК",275403,"Россия"
"СВЕТОГОРСК","СВЕТОГОРСК",,"СВЕТОГОРСК",21806,"Россия"
"СВЕТОГОРСК (ЭКСП.)","СВЕТОГОРСК (ЭКСП.)",,"СВЕТОГОРСК (ЭКСП.)",21901,"Россия"
"СВЕТОТЕХНИКА","СВЕТОТЕХНИКА",,"СВЕТОТЕХНИКА",247507,"Россия"
"СВЕЧА","СВЕЧА",,"СВЕЧА",308407,"Россия"
"СВИРЬ","СВИРЬ",,"СВИРЬ",49407,"Россия"
"СВИРЬ-ПЕРЕВАЛКА","СВИРЬ-ПЕРЕВАЛКА",,"СВИРЬ-ПЕРЕВАЛКА",48300,"Россия"
"СВИЯГИНО","СВИЯГИНО",,"СВИЯГИНО",974106,"Россия"
"СВИЯЖСК","СВИЯЖСК",,"СВИЯЖСК",249004,"Россия"
"СВОБОДА","СВОБОДА",,"СВОБОДА",217408,"Россия"
"СВЯТОСЛАВКА","СВЯТОСЛАВКА",,"СВЯТОСЛАВКА",606604,"Россия"
"СЕБЕЖ","СЕБЕЖ",,"СЕБЕЖ",66101,"Россия"
"СЕБРЯКОВО","СЕБРЯКОВО",,"СЕБРЯКОВО",613608,"Россия"
"СЕВАСТОПОЛЬ","СЕВАСТОПОЛЬ",,"СЕВАСТОПОЛЬ",473306,"Россия"
"СЕВАСТОПОЛЬ","СЕВАСТОПОЛЬ",,"СЕВАСТОПОЛЬ",857701,"Россия"
"СЕВАСТОПОЛЬ-ТОВАРНЫЙ","СЕВАСТОПОЛЬ-ТОВАРНЫЙ",,"СЕВАСТОПОЛЬ-ТОВАРНЫЙ",858303,"Россия"
"СЕВАСТОПОЛЬ-ТОВАРНЫЙ","СЕВАСТОПОЛЬ-ТОВАРНЫЙ",,"СЕВАСТОПОЛЬ-ТОВАРНЫЙ",473005,"Россия"
"СЕВАСТОПОЛЬ ТОВАРНЫЙ-ЭКСП","СЕВАСТОПОЛЬ ТОВАРНЫЙ-ЭКСП",,"СЕВАСТОПОЛЬ ТОВАРНЫЙ-ЭКСП",858403,"Россия"
"СЕВАСТОПОЛЬ ТОВАРНЫЙ-ЭКСП","СЕВАСТОПОЛЬ ТОВАРНЫЙ-ЭКСП",,"СЕВАСТОПОЛЬ ТОВАРНЫЙ-ЭКСП",473402,"Россия"
"СЕВЕРКА","СЕВЕРКА",,"СЕВЕРКА",780105,"Россия"
"СЕВЕРНАЯ","СЕВЕРНАЯ",,"СЕВЕРНАЯ",226407,"Россия"
"СЕВЕРНЫЙ УРАЛ","СЕВЕРНЫЙ УРАЛ",,"СЕВЕРНЫЙ УРАЛ",777403,"Россия"
"СЕВЕРОБАЙКАЛЬСК","СЕВЕРОБАЙКАЛЬСК",,"СЕВЕРОБАЙКАЛЬСК",903204,"Россия"
"СЕВЕРОДВИНСК","СЕВЕРОДВИНСК",,"СЕВЕРОДВИНСК",290206,"Россия"
"СЕВЕРОМУЙСК","СЕВЕРОМУЙСК",,"СЕВЕРОМУЙСК",905708,"Россия"
"СЕВЕРСКАЯ","СЕВЕРСКАЯ",,"СЕВЕРСКАЯ",523904,"Россия"
"СЕГЕЖА","СЕГЕЖА",,"СЕГЕЖА",11804,"Россия"
"СЕЙМА","СЕЙМА",,"СЕЙМА",264502,"Россия"
"СЕЙМСКАЯ","СЕЙМСКАЯ",,"СЕЙМСКАЯ",207505,"Россия"
"СЕЛЕЗНИ","СЕЛЕЗНИ",,"СЕЛЕЗНИ",601308,"Россия"
"СЕЛЕНГА","СЕЛЕНГА",,"СЕЛЕНГА",934908,"Россия"
"СЕЛЕНДУМА","СЕЛЕНДУМА",,"СЕЛЕНДУМА",936509,"Россия"
"СЕЛИВАНОВО","СЕЛИВАНОВО",,"СЕЛИВАНОВО",240300,"Россия"
"СЕЛИЖАРОВО","СЕЛИЖАРОВО",,"СЕЛИЖАРОВО",68501,"Россия"
"СЕЛИКСА","СЕЛИКСА",,"СЕЛИКСА",633705,"Россия"
"СЕЛИХИН","СЕЛИХИН",,"СЕЛИХИН",966006,"Россия"
"СЕЛЬКУПСКАЯ (СТР)","СЕЛЬКУПСКАЯ (СТР)",,"СЕЛЬКУПСКАЯ (СТР)",799703,"Россия"
"СЕЛЬЦО","СЕЛЬЦО",,"СЕЛЬЦО",179009,"Россия"
"СЕЛЭГВОЖ","СЕЛЭГВОЖ",,"СЕЛЭГВОЖ",283400,"Россия"
"СЕЛЯТИНО","СЕЛЯТИНО",,"СЕЛЯТИНО",181102,"Россия"
"СЕМЕНОВ","СЕМЕНОВ",,"СЕМЕНОВ",265806,"Россия"
"СЕМИБРАТОВО","СЕМИБРАТОВО",,"СЕМИБРАТОВО",314400,"Россия"
"СЕМИГОРОДНЯЯ","СЕМИГОРОДНЯЯ",,"СЕМИГОРОДНЯЯ",301006,"Россия"
"СЕМИГОРСК","СЕМИГОРСК",,"СЕМИГОРСК",926704,"Россия"
"СЕМИОЗЕРНЫЙ","СЕМИОЗЕРНЫЙ",,"СЕМИОЗЕРНЫЙ",951000,"Россия"
"СЕМЛЕВО","СЕМЛЕВО",,"СЕМЛЕВО",173604,"Россия"
"СЕМРИНО","СЕМРИНО",,"СЕМРИНО",59108,"Россия"
"СЕМЬ КОЛОДЕЗЕЙ","СЕМЬ КОЛОДЕЗЕЙ",,"СЕМЬ КОЛОДЕЗЕЙ",868208,"Россия"
"СЕМЬ КОЛОДЕЗЕЙ","СЕМЬ КОЛОДЕЗЕЙ",,"СЕМЬ КОЛОДЕЗЕЙ",471508,"Россия"
"СЕНДЕГА","СЕНДЕГА",,"СЕНДЕГА",305204,"Россия"
"СЕННАЯ","СЕННАЯ",,"СЕННАЯ",624000,"Россия"
"СЕНЦОВО","СЕНЦОВО",,"СЕНЦОВО",592609,"Россия"
"СЕНЬКОВО","СЕНЬКОВО",,"СЕНЬКОВО",263432,"Россия"
"СЕРГАЧ","СЕРГАЧ",,"СЕРГАЧ",245003,"Россия"
"СЕРГИЕВ ПОСАД","СЕРГИЕВ ПОСАД",,"СЕРГИЕВ ПОСАД",236305,"Россия"
"СЕРГИНО","СЕРГИНО",,"СЕРГИНО",779305,"Россия"
"СЕРГО-ИВАНОВСКАЯ","СЕРГО-ИВАНОВСКАЯ",,"СЕРГО-ИВАНОВСКАЯ",175328,"Россия"
"СЕРДОБСК","СЕРДОБСК",,"СЕРДОБСК",607804,"Россия"
"СЕРЕБРЯНКА","СЕРЕБРЯНКА",,"СЕРЕБРЯНКА",71805,"Россия"
"СЕРЕБРЯНЫЕ ПРУДЫ","СЕРЕБРЯНЫЕ ПРУДЫ",,"СЕРЕБРЯНЫЕ ПРУДЫ",228807,"Россия"
"СЕРЕЖА","СЕРЕЖА",,"СЕРЕЖА",268700,"Россия"
"СЕРНЫЕ ВОДЫ 1","СЕРНЫЕ ВОДЫ 1",,"СЕРНЫЕ ВОДЫ 1",658806,"Россия"
"СЕРОВ","СЕРОВ",,"СЕРОВ",774405,"Россия"
"СЕРОВ-ЗАВОДСКОЙ","СЕРОВ-ЗАВОДСКОЙ",,"СЕРОВ-ЗАВОДСКОЙ",774602,"Россия"
"СЕРОВ-СОРТИРОВОЧНЫЙ","СЕРОВ-СОРТИРОВОЧНЫЙ",,"СЕРОВ-СОРТИРОВОЧНЫЙ",774706,"Россия"
"СЕРОГЛАЗОВО","СЕРОГЛАЗОВО",,"СЕРОГЛАЗОВО",617702,"Россия"
"СЕРПУХОВ","СЕРПУХОВ",,"СЕРПУХОВ",190205,"Россия"
"СЕРПУХОВ-ВЕТКА","СЕРПУХОВ-ВЕТКА",,"СЕРПУХОВ-ВЕТКА",190309,"Россия"
"СЕРЫШЕВО","СЕРЫШЕВО",,"СЕРЫШЕВО",954102,"Россия"
"СЕТИ (РЗД)","СЕТИ (РЗД)",,"СЕТИ (РЗД)",910208,"Россия"
"СЕТОВО","СЕТОВО",,"СЕТОВО",795904,"Россия"
"СЕЧУГА","СЕЧУГА",,"СЕЧУГА",268804,"Россия"
"СЕЩИНСКАЯ","СЕЩИНСКАЯ",,"СЕЩИНСКАЯ",178307,"Россия"
"СЕЯТЕЛЬ","СЕЯТЕЛЬ",,"СЕЯТЕЛЬ",853306,"Россия"
"СИБАЙ","СИБАЙ",,"СИБАЙ",818302,"Россия"
"СИБИРСКАЯ","СИБИРСКАЯ",,"СИБИРСКАЯ",850401,"Россия"
"СИБИРЦЕВО","СИБИРЦЕВО",,"СИБИРЦЕВО",974801,"Россия"
"СИВАКИ","СИВАКИ",,"СИВАКИ",953006,"Россия"
"СИВАЯ МАСКА","СИВАЯ МАСКА",,"СИВАЯ МАСКА",289001,"Россия"
"СИВЕРСКАЯ","СИВЕРСКАЯ",,"СИВЕРСКАЯ",72507,"Россия"
"СИЛИКАТНАЯ","СИЛИКАТНАЯ",,"СИЛИКАТНАЯ",191000,"Россия"
"СИЛЬНИЦЫ","СИЛЬНИЦЫ",,"СИЛЬНИЦЫ",314006,"Россия"
"СИМАНЩИНА","СИМАНЩИНА",,"СИМАНЩИНА",633508,"Россия"
"СИМОНЯТА","СИМОНЯТА",,"СИМОНЯТА",762709,"Россия"
"СИМФЕРОПОЛЬ","СИМФЕРОПОЛЬ",,"СИМФЕРОПОЛЬ",856906,"Россия"
"СИМФЕРОПОЛЬ","СИМФЕРОПОЛЬ",,"СИМФЕРОПОЛЬ",473908,"Россия"
"СИМФЕРОПОЛЬ-ГРУЗОВОЙ","СИМФЕРОПОЛЬ-ГРУЗОВОЙ",,"СИМФЕРОПОЛЬ-ГРУЗОВОЙ",474008,"Россия"
"СИМФЕРОПОЛЬ-ГРУЗОВОЙ","СИМФЕРОПОЛЬ-ГРУЗОВОЙ",,"СИМФЕРОПОЛЬ-ГРУЗОВОЙ",856802,"Россия"
"СИНДОР","СИНДОР",,"СИНДОР",284900,"Россия"
"СИНЕГЛАЗОВО","СИНЕГЛАЗОВО",,"СИНЕГЛАЗОВО",800506,"Россия"
"СИНЕГОРСК","СИНЕГОРСК",,"СИНЕГОРСК",991402,"Россия"
"СИНЯЧИХА","СИНЯЧИХА",,"СИНЯЧИХА",786703,"Россия"
"СИЯ","СИЯ",,"СИЯ",291406,"Россия"
"СКАЛИНО","СКАЛИНО",,"СКАЛИНО",302901,"Россия"
"СКАНГАЛИ (РЗД) (ЭКСП.)","СКАНГАЛИ (РЗД) (ЭКСП.)",,"СКАНГАЛИ (РЗД) (ЭКСП.)",78503,"Россия"
"СКАЧКИ","СКАЧКИ",,"СКАЧКИ",532203,"Россия"
"СКОВОРОДИНО","СКОВОРОДИНО",,"СКОВОРОДИНО",951706,"Россия"
"СКОПИН","СКОПИН",,"СКОПИН",228008,"Россия"
"СКУРАТОВО","СКУРАТОВО",,"СКУРАТОВО",215008,"Россия"
"СЛАВА","СЛАВА",,"СЛАВА",997697,"Россия"
"СЛАВГОРОД","СЛАВГОРОД",,"СЛАВГОРОД",837106,"Россия"
"СЛАГОВИЩИ","СЛАГОВИЩИ",,"СЛАГОВИЩИ",213303,"Россия"
"СЛАНЦЫ","СЛАНЦЫ",,"СЛАНЦЫ",73001,"Россия"
"СЛЕПЦОВСКАЯ","СЛЕПЦОВСКАЯ",,"СЛЕПЦОВСКАЯ",540604,"Россия"
"СЛОБОДСКОЕ","СЛОБОДСКОЕ",,"СЛОБОДСКОЕ",271008,"Россия"
"СЛЮДЯНКА 1","СЛЮДЯНКА 1",,"СЛЮДЯНКА 1",933303,"Россия"
"СЛЮДЯНКА 2","СЛЮДЯНКА 2",,"СЛЮДЯНКА 2",933106,"Россия"
"СМАГИНО","СМАГИНО",,"СМАГИНО",244706,"Россия"
"СМИРНЫХ-САХАЛИНСКИЙ","СМИРНЫХ-САХАЛИНСКИЙ",,"СМИРНЫХ-САХАЛИНСКИЙ",996800,"Россия"
"СМОЛЕНСК","СМОЛЕНСК",,"СМОЛЕНСК",170108,"Россия"
"СМОЛЕНСК-СОРТИРОВОЧНЫЙ","СМОЛЕНСК-СОРТИРОВОЧНЫЙ",,"СМОЛЕНСК-СОРТИРОВОЧНЫЙ",170004,"Россия"
"СМОЛЯНИНОВО","СМОЛЯНИНОВО",,"СМОЛЯНИНОВО",982808,"Россия"
"СМЫЧКА","СМЫЧКА",,"СМЫЧКА",770005,"Россия"
"СМЫШЛЯЕВКА","СМЫШЛЯЕВКА",,"СМЫШЛЯЕВКА",657606,"Россия"
"СНЕГИРИ","СНЕГИРИ",,"СНЕГИРИ",196907,"Россия"
"СОБЛАГО","СОБЛАГО",,"СОБЛАГО",68107,"Россия"
"СОБОЛЕКОВО","СОБОЛЕКОВО",,"СОБОЛЕКОВО",649205,"Россия"
"СОБОЛЕКОВО (ПЕРЕВАЛКА)","СОБОЛЕКОВО (ПЕРЕВАЛКА)",,"СОБОЛЕКОВО (ПЕРЕВАЛКА)",649402,"Россия"
"СОБОЛЕКОВО (ЭКСП)","СОБОЛЕКОВО (ЭКСП)",,"СОБОЛЕКОВО (ЭКСП)",649309,"Россия"
"СОВЕТСК","СОВЕТСК",,"СОВЕТСК",104801,"Россия"
"СОВЕТСКАЯ ГАВАНЬ-ГОРОД","СОВЕТСКАЯ ГАВАНЬ-ГОРОД",,"СОВЕТСКАЯ ГАВАНЬ-ГОРОД",968406,"Россия"
"СОВЕТСКАЯ ГАВАНЬ-ГОРОД - ПЕРЕВАЛКА","СОВЕТСКАЯ ГАВАНЬ-ГОРОД - ПЕРЕВАЛКА",,"СОВЕТСКАЯ ГАВАНЬ-ГОРОД - ПЕРЕВАЛКА",968904,"Россия"
"СОВЕТСКАЯ ГАВАНЬ-ГОРОД (ЭКСП.)","СОВЕТСКАЯ ГАВАНЬ-ГОРОД (ЭКСП.)",,"СОВЕТСКАЯ ГАВАНЬ-ГОРОД (ЭКСП.)",968500,"Россия"
"СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ","СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ",,"СОВЕТСКАЯ ГАВАНЬ-СОРТИРОВОЧНАЯ",968209,"Россия"
"СОВЕТСКАЯ ГАВАНЬ-СОРТ (ЭКСП.)","СОВЕТСКАЯ ГАВАНЬ-СОРТ (ЭКСП.)",,"СОВЕТСКАЯ ГАВАНЬ-СОРТ (ЭКСП.)",968105,"Россия"
"СОВЕТСКИЙ","СОВЕТСКИЙ",,"СОВЕТСКИЙ",20502,"Россия"
"СОВЕТСКОЕ-САХАЛИНСКОЕ","СОВЕТСКОЕ-САХАЛИНСКОЕ",,"СОВЕТСКОЕ-САХАЛИНСКОЕ",992405,"Россия"
"СОВЕТСК (ЭКСП.)","СОВЕТСК (ЭКСП.)",,"СОВЕТСК (ЭКСП.)",105005,"Россия"
"СОВХОЗНЫЙ (РЗД)","СОВХОЗНЫЙ (РЗД)",,"СОВХОЗНЫЙ (РЗД)",645903,"Россия"
"СОКОЛ","СОКОЛ",,"СОКОЛ",991506,"Россия"
"СОКОЛОВСКАЯ","СОКОЛОВСКАЯ",,"СОКОЛОВСКАЯ",235406,"Россия"
"СОКОЛЬЕ","СОКОЛЬЕ",,"СОКОЛЬЕ",592702,"Россия"
"СОКУР","СОКУР",,"СОКУР",851809,"Россия"
"СОЛДАТКА","СОЛДАТКА",,"СОЛДАТКА",259608,"Россия"
"СОЛЕНОЕ ОЗЕРО (ЭКСП)","СОЛЕНОЕ ОЗЕРО (ЭКСП)",,"СОЛЕНОЕ ОЗЕРО (ЭКСП)",856107,"Россия"
"СОЛЕНОЕ ОЗЕРО (ЭКСП)","СОЛЕНОЕ ОЗЕРО (ЭКСП)",,"СОЛЕНОЕ ОЗЕРО (ЭКСП)",475208,"Россия"
"СОЛИКАМСК","СОЛИКАМСК",,"СОЛИКАМСК",769604,"Россия"
"СОЛИКАМСК 2","СОЛИКАМСК 2",,"СОЛИКАМСК 2",769500,"Россия"
"СОЛНЕЧНАЯ","СОЛНЕЧНАЯ",,"СОЛНЕЧНАЯ",180504,"Россия"
"СОЛНЦЕВАЯ","СОЛНЦЕВАЯ",,"СОЛНЦЕВАЯ",947700,"Россия"
"СОЛНЦЕВО","СОЛНЦЕВО",,"СОЛНЦЕВО",437206,"Россия"
"СОЛОВЕЙ (ЭКСП.)","СОЛОВЕЙ (ЭКСП.)",,"СОЛОВЕЙ (ЭКСП.)",439701,"Россия"
"СОЛОВЬЕВСК","СОЛОВЬЕВСК",,"СОЛОВЬЕВСК",944907,"Россия"
"СОЛОВЬЕВСК (ЭКСП. )","СОЛОВЬЕВСК (ЭКСП. )",,"СОЛОВЬЕВСК (ЭКСП. )",945002,"Россия"
"СОЛОДЧА","СОЛОДЧА",,"СОЛОДЧА",622700,"Россия"
"СОЛОМАТИНО","СОЛОМАТИНО",,"СОЛОМАТИНО",622908,"Россия"
"СОЛОМБАЛКА","СОЛОМБАЛКА",,"СОЛОМБАЛКА",291707,"Россия"
"СОЛОМБАЛКА (ПЕРЕВ.)","СОЛОМБАЛКА (ПЕРЕВ.)",,"СОЛОМБАЛКА (ПЕРЕВ.)",292004,"Россия"
"СОЛОМБАЛКА (ЭКСП.)","СОЛОМБАЛКА (ЭКСП.)",,"СОЛОМБАЛКА (ЭКСП.)",291904,"Россия"
"СОЛЬВЫЧЕГОДСК","СОЛЬВЫЧЕГОДСК",,"СОЛЬВЫЧЕГОДСК",280007,"Россия"
"СОЛЬЦЫ","СОЛЬЦЫ",,"СОЛЬЦЫ",58001,"Россия"
"СОЛЯНКА","СОЛЯНКА",,"СОЛЯНКА",893303,"Россия"
"СОМИНКА","СОМИНКА",,"СОМИНКА",44102,"Россия"
"СОМОВО","СОМОВО",,"СОМОВО",590209,"Россия"
"СОН","СОН",,"СОН",885701,"Россия"
"СОНКОВО","СОНКОВО",,"СОНКОВО",51106,"Россия"
"СОРЕВНОВАНИЕ","СОРЕВНОВАНИЕ",,"СОРЕВНОВАНИЕ",238902,"Россия"
"СОРОЧИНСКАЯ","СОРОЧИНСКАЯ",,"СОРОЧИНСКАЯ",811201,"Россия"
"СОРТАВАЛА","СОРТАВАЛА",,"СОРТАВАЛА",23708,"Россия"
"СОСЕДКА","СОСЕДКА",,"СОСЕДКА",632806,"Россия"
"СОСНОВЕЦ","СОСНОВЕЦ",,"СОСНОВЕЦ",12309,"Россия"
"СОСНОВКА","СОСНОВКА",,"СОСНОВКА",254106,"Россия"
"СОСНОВО","СОСНОВО",,"СОСНОВО",37503,"Россия"
"СОСНОВЫЕ РОДНИКИ","СОСНОВЫЕ РОДНИКИ",,"СОСНОВЫЕ РОДНИКИ",923800,"Россия"
"СОСНОВЫЙ БОР","СОСНОВЫЙ БОР",,"СОСНОВЫЙ БОР",206600,"Россия"
"СОСНОГОРСК","СОСНОГОРСК",,"СОСНОГОРСК",285801,"Россия"
"СОСЫКА-ЕЙСКАЯ","СОСЫКА-ЕЙСКАЯ",,"СОСЫКА-ЕЙСКАЯ",514900,"Россия"
"СОСЫКА-РОСТОВСКАЯ","СОСЫКА-РОСТОВСКАЯ",,"СОСЫКА-РОСТОВСКАЯ",514807,"Россия"
"СОСЬВА","СОСЬВА",,"СОСЬВА",776400,"Россия"
"СОТНИКОВО","СОТНИКОВО",,"СОТНИКОВО",192501,"Россия"
"СОТНИЦЫНО","СОТНИЦЫНО",,"СОТНИЦЫНО",221901,"Россия"
"СОТРИНО","СОТРИНО",,"СОТРИНО",776108,"Россия"
"СОФРИНО","СОФРИНО",,"СОФРИНО",236004,"Россия"
